Age;Education;Marital_Status;Income;Children;users_day;Costs;AcceptedCmp;Purchase;O
56;Bachelor;relationship;70924;0;2691;1363;1;19;2
55;PhD;relationship;28764;2;2750;12;1;3;2
72;PhD;relationship;69098;0;3194;2440;0;24;2
51;Bachelor;Single;25959;2;3196;56;1;5;2
38;Master;relationship;27100;1;3117;37;0;4;1
36;Graduation;Single;70596;0;3476;968;0;20;1
47;Graduation;relationship;42557;1;3365;270;0;11;1
70;PhD;relationship;53312;0;2990;278;0;11;2
69;Graduation;Single;72228;0;3275;1250;0;21;1
34;Graduation;relationship;67605;0;3151;938;0;16;1
72;Master;relationship;62845;2;3597;1178;1;17;1
63;Graduation;relationship;65196;2;3035;1155;1;24;1
34;PhD;Single;42000;0;2967;653;1;18;2
48;PhD;Single;35860;2;2737;49;1;4;2
57;PhD;relationship;65526;1;2568;506;0;16;2
60;Graduation;relationship;16860;2;3263;38;0;5;1
29;Graduation;Single;83528;0;2871;1650;3;22;1
56;Bachelor;Single;64176;1;3539;1826;0;25;2
65;Graduation;Single;22304;0;3508;18;0;3;1
43;Graduation;relationship;67023;0;2783;906;0;23;1
50;PhD;relationship;32892;1;2731;46;0;6;2
55;Graduation;relationship;70713;1;3535;1477;0;19;1
66;Graduation;relationship;59925;1;3272;766;0;20;1
68;Graduation;relationship;39722;1;2821;47;0;5;1
63;Graduation;relationship;46610;0;3042;467;0;13;1
60;Graduation;relationship;88347;0;3175;2116;1;20;1
40;PhD;relationship;87171;0;3236;1298;2;24;2
45;Bachelor;relationship;26907;2;3009;22;0;4;2
53;Master;Single;50014;1;2854;396;0;13;1
43;PhD;relationship;41014;1;3129;20;0;3;2
56;Graduation;Single;66294;0;2800;967;0;12;1
50;Graduation;relationship;36715;1;3285;357;1;13;1
65;Graduation;relationship;79456;0;3372;1401;1;15;1
39;Graduation;relationship;40479;1;3012;15;0;3;1
51;Master;Single;75345;0;3208;2087;2;19;1
44;Graduation;relationship;54233;1;3149;981;0;22;1
51;Graduation;Single;24163;2;2897;17;0;4;1
63;PhD;relationship;84460;0;3150;523;5;22;2
38;Graduation;relationship;43776;1;2812;23;0;3;1
63;PhD;Single;71691;0;2800;1192;1;16;2
48;PhD;relationship;85844;0;2727;1958;1;19;2
47;PhD;Single;39190;1;2760;133;0;7;2
62;Graduation;relationship;71367;0;3006;777;0;16;1
49;PhD;Single;38578;2;3068;73;0;6;2
56;PhD;relationship;57236;2;2539;121;0;7;2
42;Graduation;Single;61825;1;3052;424;0;14;1
63;Graduation;Single;79803;1;2839;868;0;12;1
35;Bachelor;Single;80910;0;3302;756;0;14;2
39;Master;relationship;27590;1;3128;12;0;3;1
42;Graduation;relationship;56775;1;3209;937;0;23;1
46;Graduation;Single;83829;0;3019;1862;4;17;1
42;Bachelor;relationship;54210;1;3101;367;0;12;2
35;Graduation;relationship;38508;1;3202;443;0;14;1
51;Graduation;relationship;53187;1;2942;267;0;11;1
49;Graduation;relationship;30023;1;2793;61;0;5;1
61;PhD;Single;76045;0;2922;1323;1;20;2
69;PhD;relationship;50870;1;2706;63;0;5;2
51;Bachelor;relationship;15315;0;3174;64;0;6;2
47;Bachelor;relationship;65463;1;2846;562;1;17;2
56;Graduation;relationship;66480;2;2725;312;0;12;1
67;Graduation;Single;76773;0;3185;1156;0;15;1
38;Bachelor;Single;81698;0;3238;1104;2;15;2
48;PhD;Single;54466;2;2631;16;0;3;2
61;Master;Single;98777;0;2828;2008;1;19;1
37;PhD;Single;16269;1;2999;44;0;6;2
50;Graduation;relationship;71819;1;3001;1574;2;11;1
38;PhD;relationship;33569;1;2952;63;2;4;2
38;Master;relationship;36262;0;2978;426;2;11;1
55;Bachelor;relationship;22634;0;3225;96;0;5;2
43;Bachelor;relationship;47025;1;2898;635;0;18;2
53;Graduation;Single;70566;1;3080;757;0;20;1
42;PhD;relationship;31605;1;3280;125;0;7;2
48;Master;Single;52034;2;3104;332;0;11;1
42;Graduation;Single;48526;1;2883;135;0;7;1
67;Graduation;relationship;46734;1;3284;330;0;12;1
59;Graduation;Single;39552;2;3254;384;1;13;1
55;Graduation;Single;86358;2;3386;1722;0;14;1
44;Graduation;relationship;46931;3;2762;78;0;5;1
36;Bachelor;Single;16581;0;2906;24;0;3;2
69;Bachelor;Single;63998;0;2887;1168;1;24;2
70;Master;relationship;67381;1;3226;957;1;13;1
54;Graduation;Single;25930;2;2958;15;0;3;1
43;Graduation;relationship;42693;1;2689;57;0;4;1
45;Graduation;relationship;85606;1;3261;1956;1;22;1
36;Graduation;Single;72903;0;2939;2013;4;20;1
47;Bachelor;relationship;49669;1;2732;326;0;12;2
53;PhD;relationship;36778;2;3478;77;0;6;2
59;PhD;Single;85696;0;3177;1313;1;19;2
32;Master;Single;10979;0;2734;30;0;6;1
60;Graduation;relationship;49678;1;3208;315;0;12;1
68;Master;relationship;56129;1;3070;660;0;18;1
32;Graduation;relationship;37155;1;3210;74;0;6;1
43;Bachelor;Single;21282;1;2567;46;0;5;2
59;PhD;Single;33419;1;3012;86;0;6;2
76;Graduation;Single;63285;0;3110;1103;0;24;1
47;Master;relationship;21255;1;2855;61;0;7;1
40;Graduation;relationship;42162;1;2918;145;2;7;1
65;Graduation;relationship;54450;2;3349;684;0;19;1
67;PhD;relationship;57744;1;2896;411;0;14;2
35;Graduation;Single;26576;1;3320;27;2;3;1
78;PhD;Single;57513;0;3083;1060;0;25;2
57;Graduation;relationship;68142;1;3365;1459;0;21;1
42;Graduation;relationship;7500;1;3365;18;0;3;1
47;Graduation;relationship;83145;0;3341;1833;2;25;1
61;Master;relationship;54197;1;2813;237;0;10;1
58;PhD;Single;23091;2;2728;48;0;6;2
45;Graduation;relationship;46049;2;3039;515;1;16;1
47;Graduation;relationship;56715;0;3474;1020;0;14;1
60;Graduation;relationship;79410;0;2727;1370;0;10;1
70;Graduation;relationship;57304;1;2934;1026;0;23;1
56;Graduation;relationship;44375;1;2794;301;0;11;1
65;Graduation;relationship;54450;2;3349;684;0;19;1
56;Graduation;relationship;59594;1;3313;499;1;16;1
27;Graduation;relationship;80685;0;3372;1004;0;20;1
47;PhD;relationship;40344;1;2955;218;0;10;2
49;Graduation;relationship;62710;1;3098;606;0;18;1
53;Bachelor;relationship;48985;1;3114;75;0;5;2
53;Graduation;relationship;35322;3;3372;106;0;6;1
73;Graduation;relationship;77142;0;3092;990;0;16;1
52;Graduation;Single;81657;0;2854;1097;0;15;1
25;Bachelor;relationship;14421;0;2828;16;1;3;2
47;Bachelor;relationship;20130;0;2800;34;0;4;2
31;PhD;relationship;74214;0;3368;1711;0;15;2
64;Master;relationship;66726;2;2541;438;1;14;1
42;Bachelor;relationship;23724;1;3028;75;0;5;2
61;Master;relationship;47353;1;2924;225;0;10;1
69;Master;relationship;33444;2;3536;18;0;3;1
40;Graduation;relationship;54386;1;3104;470;0;15;1
40;Graduation;Single;28510;2;3138;91;0;6;1
30;Master;Single;90638;0;2832;2525;1;17;1
71;Graduation;relationship;48070;1;3228;504;0;16;1
64;Graduation;relationship;43140;1;3120;235;0;10;1
60;PhD;Single;54959;1;3222;1232;2;18;2
63;Bachelor;Single;15056;2;3177;88;0;7;2
50;Graduation;Single;26954;1;2659;17;0;3;1
36;Graduation;Single;22327;1;3202;24;0;4;1
56;Graduation;relationship;44393;2;3007;60;0;5;1
69;PhD;Single;62000;1;3004;1020;1;25;2
59;PhD;relationship;31497;1;3443;155;0;8;2
47;Bachelor;relationship;45894;2;2818;51;0;4;2
51;Master;Single;78579;0;3250;1812;1;15;1
52;Master;Single;67369;1;3285;1461;3;21;1
61;Graduation;Single;58401;1;2766;96;0;5;1
69;Graduation;Single;62307;1;2828;160;0;8;1
52;Master;relationship;43641;2;3129;139;0;7;1
53;Master;Single;63841;1;3130;908;0;21;1
56;Bachelor;relationship;46891;1;3232;183;0;7;2
52;Master;relationship;70091;1;3151;1161;1;17;1
49;PhD;relationship;78075;0;2752;988;0;13;2
60;Bachelor;Single;59184;1;3354;1072;0;24;2
44;Graduation;relationship;54809;2;2928;174;0;8;1
62;Graduation;relationship;58113;1;3216;758;0;19;1
63;Master;relationship;51412;1;2876;195;0;9;1
42;Graduation;Single;15287;1;3323;31;2;4;1
64;Master;relationship;66636;0;3012;1084;0;16;1
65;Master;relationship;50965;1;3190;685;1;19;1
56;PhD;relationship;84618;0;2915;1672;1;25;2
31;Graduation;relationship;18351;0;2939;43;0;5;1
64;PhD;relationship;40451;2;2829;49;1;4;2
56;Graduation;relationship;36317;1;3099;133;0;7;1
64;Graduation;relationship;42213;1;2897;363;1;13;1
66;Graduation;relationship;65748;1;3136;545;0;16;1
49;Graduation;relationship;77044;1;2941;1065;1;29;1
52;Graduation;relationship;74918;0;2904;2047;1;20;1
49;Graduation;relationship;56721;2;3302;296;0;10;1
46;Graduation;Single;42160;2;3062;140;1;7;1
56;Graduation;Single;61559;1;3043;530;0;16;1
58;PhD;relationship;33629;2;3386;152;0;8;2
30;PhD;relationship;68682;0;3080;1598;0;23;2
58;Graduation;Single;34377;1;3222;114;0;6;1
35;Bachelor;Single;8940;1;3372;101;0;7;2
48;Graduation;relationship;26228;1;2976;25;0;3;1
64;Bachelor;Single;77297;0;3215;789;1;21;2
40;Graduation;relationship;40211;2;3030;87;1;5;1
63;PhD;Single;33438;2;2976;90;0;7;2
62;PhD;relationship;75032;1;3123;1215;0;18;2
66;PhD;Single;61284;0;2897;811;1;21;2
35;Graduation;relationship;22518;1;3311;61;2;5;1
46;Master;relationship;54730;1;3014;405;0;13;1
66;Master;relationship;38452;2;2787;72;0;6;1
50;Graduation;Single;44421;2;3195;189;0;9;1
35;PhD;relationship;38197;1;3061;40;0;4;2
43;Graduation;Single;41986;1;2631;63;0;7;1
38;Graduation;relationship;28427;1;3161;52;0;5;1
45;PhD;relationship;37395;1;2840;39;0;4;2
50;Graduation;relationship;64722;1;2730;805;0;21;1
65;Master;relationship;55249;1;2769;130;0;7;1
49;Graduation;relationship;84906;0;3141;1631;3;23;1
32;Graduation;relationship;28691;1;3144;34;0;4;1
69;Graduation;Single;44213;2;2908;152;0;8;1
37;Bachelor;Single;25707;1;2858;21;0;4;2
54;PhD;relationship;59062;3;3172;71;0;5;2
59;Graduation;Single;76624;1;2732;899;1;22;1
74;Master;relationship;66000;0;2766;711;0;9;1
43;PhD;relationship;27683;1;3508;351;0;12;2
50;Graduation;Single;1730;0;2738;8;0;0;1
29;Bachelor;Single;7500;1;3535;119;0;7;2
53;Graduation;relationship;40521;2;3117;21;0;3;1
48;PhD;relationship;20427;1;2793;10;0;3;2
46;Graduation;relationship;65106;1;2732;973;1;24;1
56;PhD;relationship;69969;0;3002;1536;3;12;2
69;Graduation;relationship;67433;2;3044;992;1;24;1
54;PhD;relationship;77766;1;3188;1529;2;32;2
49;Graduation;relationship;74716;1;2898;860;0;15;1
58;Graduation;Single;68118;1;2950;928;0;21;1
51;PhD;relationship;55158;2;3395;418;1;14;2
66;Bachelor;relationship;62972;1;3539;587;1;14;2
46;Graduation;relationship;74190;1;2537;641;0;17;1
45;Graduation;relationship;39356;2;2798;23;1;3;1
52;Graduation;relationship;76653;0;3013;2279;2;22;1
48;PhD;Single;35860;2;2737;49;1;4;2
38;PhD;Single;90687;0;3099;1779;2;16;2
39;Master;relationship;73450;0;3109;1804;2;26;1
61;Graduation;relationship;31454;2;3083;48;0;5;1
69;Graduation;Single;47139;2;2722;83;1;5;1
46;Graduation;Single;83829;0;3019;1862;4;17;1
58;PhD;relationship;53378;2;3339;793;1;19;2
51;Graduation;relationship;19656;1;3027;84;0;6;1
73;PhD;relationship;45579;1;3009;183;0;9;2
63;Bachelor;Single;85485;0;2704;1383;0;18;2
77;Graduation;relationship;55956;0;2691;999;1;14;1
58;Master;Single;64191;1;3219;825;0;21;1
49;Graduation;Single;38808;1;3368;246;2;10;1
55;Master;relationship;57183;2;3163;610;0;17;1
53;Master;Single;23748;1;3281;76;0;6;1
50;Graduation;relationship;66303;1;3184;1286;1;18;1
46;Master;relationship;37368;1;2891;30;1;3;1
57;Graduation;relationship;40800;3;3240;99;0;6;1
43;Graduation;Single;71847;0;3342;1192;1;22;1
46;Graduation;relationship;46149;1;2908;362;0;13;1
38;Graduation;relationship;78687;0;3355;2130;2;18;1
50;Bachelor;Single;49118;0;3376;1229;3;26;2
64;PhD;relationship;37633;2;3343;38;0;4;2
70;Master;relationship;39767;0;3039;485;0;15;1
70;Bachelor;relationship;26997;0;3475;434;0;11;2
51;Graduation;Single;33986;1;3168;44;0;4;1
49;PhD;relationship;57091;1;3279;496;2;16;2
52;Bachelor;relationship;46831;2;3023;78;0;5;2
49;Master;relationship;83151;0;2966;2346;4;22;1
50;Graduation;relationship;52531;0;3242;794;0;19;1
65;Graduation;relationship;15759;0;3112;17;0;3;1
50;Graduation;Single;22804;1;3029;26;0;4;1
48;Bachelor;relationship;43050;1;2799;76;0;6;2
44;PhD;Single;42997;2;3048;15;0;3;2
58;PhD;Single;48918;2;2538;62;0;5;2
67;Master;relationship;60033;1;2788;198;0;8;1
43;PhD;relationship;34043;1;2943;49;0;4;2
55;Graduation;relationship;57811;1;3066;802;1;20;1
75;Graduation;relationship;78569;0;2826;1736;2;14;1
43;Graduation;Single;7500;2;3245;57;0;6;1
50;Master;relationship;157733;1;3145;59;0;2;1
68;Graduation;relationship;94384;0;3148;2302;4;18;1
36;Bachelor;relationship;23148;0;2827;37;0;5;2
51;Graduation;Single;44267;2;3185;310;0;11;1
42;Graduation;relationship;71626;0;3596;1305;1;18;1
55;Graduation;relationship;60894;1;3062;832;0;21;1
45;Graduation;relationship;50200;2;3178;401;0;13;1
56;PhD;relationship;81051;0;2733;1501;2;22;2
39;Graduation;relationship;65169;0;2862;1189;5;27;1
49;Graduation;relationship;59868;1;3038;1194;0;25;1
61;PhD;relationship;65695;1;2845;656;0;19;2
65;Master;Single;64857;0;3279;1540;0;22;1
56;Master;relationship;45143;1;3003;311;0;12;1
66;Bachelor;relationship;74805;1;3079;820;0;21;2
32;Bachelor;relationship;59060;1;2571;274;0;11;2
59;PhD;Single;27238;2;3131;57;0;6;2
56;Graduation;relationship;47009;1;3231;448;0;13;1
48;Bachelor;relationship;46094;2;2597;44;0;4;2
49;Graduation;relationship;40321;2;3031;102;0;6;1
37;Graduation;relationship;37235;1;2874;61;0;4;1
61;Master;relationship;81843;0;3129;1643;0;26;1
63;Master;relationship;46692;1;3084;397;0;12;1
53;Graduation;relationship;77382;1;2694;1121;1;24;1
44;Graduation;Single;37774;2;3538;473;2;12;1
47;Bachelor;relationship;18393;1;2788;50;0;6;2
59;Master;relationship;72828;1;3196;1678;0;22;1
39;Graduation;relationship;24711;0;2768;58;0;6;1
46;PhD;relationship;45503;1;2973;170;0;8;2
39;Master;Single;6560;0;2895;373;0;2;1
76;PhD;relationship;71604;0;2920;1196;2;16;2
42;Graduation;relationship;27244;1;2692;101;0;6;1
52;Graduation;relationship;48752;2;3260;316;1;12;1
59;Graduation;relationship;71434;1;2980;1400;2;18;1
73;Graduation;Single;90842;0;3031;1424;0;26;1
43;Master;relationship;88097;1;3376;844;4;19;1
46;Graduation;relationship;51948;1;2981;311;0;11;1
39;Graduation;relationship;71853;0;3024;1149;0;16;1
38;Master;relationship;35876;0;2766;129;0;7;1
69;Graduation;Single;40049;1;2952;32;0;4;1
39;Graduation;Single;39660;1;3386;299;1;11;1
59;Graduation;relationship;50127;1;2727;320;1;12;1
44;Master;relationship;43263;1;3281;441;0;13;1
72;Master;relationship;62845;2;3597;1178;2;17;1
31;Graduation;relationship;18929;0;3194;85;0;5;1
39;Bachelor;Single;24367;1;3162;24;0;3;2
46;Graduation;Single;33249;1;3190;112;0;6;1
62;Bachelor;relationship;26887;1;2966;30;0;4;2
38;PhD;relationship;50150;0;3070;410;0;14;2
45;Graduation;relationship;62061;1;2998;800;1;21;1
59;PhD;Single;85696;0;3177;1313;1;19;2
65;PhD;relationship;76542;0;3152;1483;0;22;2
28;Graduation;Single;70515;0;2947;1258;1;16;1
34;Graduation;relationship;18227;1;3383;28;0;3;1
56;Graduation;relationship;69139;1;2849;227;0;10;1
39;Graduation;relationship;69109;0;3352;1555;2;19;1
59;Graduation;Single;69627;1;3165;861;0;21;1
43;Graduation;relationship;38136;1;3129;103;1;6;1
75;PhD;Single;62159;0;2758;634;0;18;2
58;Graduation;Single;80695;0;2878;1918;0;18;1
50;Master;Single;33316;2;3141;131;0;7;1
53;Graduation;relationship;58554;2;3337;586;0;16;1
29;Bachelor;relationship;17256;1;2914;62;1;5;2
47;Graduation;Single;53034;2;3091;447;0;14;1
71;Bachelor;relationship;52203;0;3394;939;0;26;2
44;Bachelor;Single;59601;1;3035;797;1;11;2
63;Master;Single;75154;1;3507;1143;1;15;1
45;Graduation;Single;47025;1;3049;415;0;14;1
48;Graduation;relationship;37971;1;2912;30;0;4;1
53;Master;Single;41335;1;2881;187;0;9;1
63;Graduation;relationship;67267;1;2743;251;0;10;1
46;Graduation;Single;57338;1;2757;237;0;10;1
61;Bachelor;relationship;50523;2;2882;91;0;6;2
56;Master;Single;35791;3;3085;35;0;4;1
61;PhD;Single;50611;1;3506;493;1;16;2
52;PhD;relationship;56242;1;3179;971;0;23;2
61;Graduation;Single;48904;1;3564;371;0;13;1
46;Graduation;Single;56243;3;2877;396;0;14;1
36;Graduation;relationship;21355;1;3009;68;2;5;1
50;Master;relationship;57420;1;3065;322;1;12;1
51;Master;relationship;52247.25135;1;3237;317;0;12;1
66;Master;Single;46390;1;2751;222;0;9;1
65;Bachelor;relationship;54342;2;3175;177;0;8;2
63;Graduation;relationship;52247.25135;2;3538;45;0;4;1
57;Bachelor;Single;52247.25135;2;2541;21;0;3;2
48;Graduation;relationship;20895;1;3445;45;0;5;1
73;Graduation;relationship;92344;0;2861;1899;2;20;1
49;PhD;relationship;52247.25135;1;2842;42;0;4;2
45;Bachelor;relationship;26907;2;3009;22;0;4;2
41;Graduation;relationship;44964;2;3256;41;0;4;1
42;Graduation;relationship;75507;0;2840;1440;0;20;1
49;Master;relationship;53761;2;2927;325;0;11;1
48;Graduation;relationship;22682;1;3172;95;0;7;1
49;PhD;relationship;38887;1;2842;42;0;4;2
46;Bachelor;Single;41658;2;3352;72;0;4;2
49;PhD;relationship;29791;1;2741;20;0;5;2
65;Master;relationship;63915;2;3030;789;0;21;1
47;Graduation;Single;39996;2;2734;15;0;3;1
49;Graduation;Single;26759;1;2693;59;0;6;1
53;Master;Single;63841;1;3130;908;0;21;1
52;PhD;relationship;51039;2;3321;417;0;12;2
60;Graduation;relationship;60544;2;3369;289;0;11;1
49;Graduation;relationship;65685;1;2788;769;0;20;1
68;Graduation;relationship;37716;1;2765;188;0;8;1
64;Graduation;Single;36864;1;3381;354;1;11;1
51;Master;relationship;44511;1;3262;727;0;20;1
54;PhD;relationship;36947;2;3417;146;0;7;2
70;Master;relationship;47352;1;2933;319;0;12;1
68;Master;relationship;67087;1;2890;794;0;20;1
71;Graduation;relationship;57045;1;3385;454;0;15;1
68;PhD;Single;36957;2;3446;152;1;7;2
44;PhD;relationship;69389;1;3335;797;0;21;2
49;Graduation;relationship;80134;1;3101;1690;4;14;1
52;Master;relationship;43142;2;2827;20;0;3;1
77;Graduation;relationship;80589;0;2854;1428;2;20;1
31;Graduation;Single;34412;1;3197;209;0;8;1
42;Graduation;Single;57537;1;2962;545;0;15;1
55;Bachelor;relationship;22634;0;3225;96;0;5;2
73;Graduation;relationship;51315;0;2822;222;0;9;1
49;Graduation;relationship;36026;3;2801;61;0;5;1
48;Graduation;relationship;24639;2;2848;44;0;6;1
49;PhD;relationship;34578;3;2568;8;0;3;2
49;Bachelor;Single;65704;0;2955;817;0;22;2
55;Graduation;Single;63810;1;3291;1371;1;19;1
52;PhD;relationship;54132;1;2829;42;0;4;2
62;Graduation;relationship;18690;0;3244;60;0;4;1
51;Graduation;relationship;28164;1;3146;78;0;6;1
47;PhD;relationship;34596;1;3138;23;0;3;2
49;PhD;relationship;43269;1;2982;19;0;3;2
63;Bachelor;Single;38741;2;2787;61;0;5;2
49;Graduation;Single;31907;0;3148;449;0;13;1
38;Master;relationship;27100;1;3117;37;0;4;1
48;Bachelor;Single;31163;1;2832;38;0;4;2
36;Graduation;relationship;92533;0;2888;1131;2;22;1
48;Graduation;Single;34853;2;2884;34;0;5;1
54;Graduation;Single;70844;2;2938;294;0;12;1
42;Bachelor;relationship;31086;2;3146;48;1;4;2
60;Graduation;relationship;60544;2;3369;289;0;11;1
35;Bachelor;relationship;20491;0;3216;30;0;3;2
57;Graduation;relationship;42523;0;2763;125;0;6;1
38;Graduation;relationship;39922;1;3196;156;0;7;1
69;Graduation;relationship;33402;2;3042;70;0;6;1
72;Master;relationship;36408;2;2977;22;0;3;1
42;Graduation;relationship;21645;1;3538;65;1;6;1
73;Master;Single;78427;0;3309;1930;2;20;1
75;Graduation;relationship;82657;0;2971;2283;2;22;1
63;Graduation;relationship;51876;0;2953;310;0;12;1
50;Bachelor;relationship;78041;0;3256;1319;0;17;2
64;Graduation;relationship;52852;1;3595;879;1;22;1
39;PhD;relationship;70038;0;2943;1244;0;16;2
48;Bachelor;relationship;69401;1;2794;690;0;13;2
49;Graduation;relationship;46053;1;3193;209;0;9;1
56;Graduation;relationship;77343;0;2627;1134;0;16;1
68;Graduation;Single;73892;0;2924;1507;1;22;1
54;PhD;Single;40304;1;2968;57;0;5;2
56;PhD;relationship;32727;0;3366;529;0;15;2
52;Graduation;relationship;68695;0;2700;1091;0;15;1
50;Graduation;Single;43300;1;3320;180;1;8;1
49;Graduation;relationship;26290;2;2906;77;0;6;1
51;Graduation;Single;93790;0;2540;2349;4;25;1
47;PhD;relationship;38410;0;3349;534;1;16;2
71;Master;Single;64866;1;2850;556;1;17;1
62;Graduation;relationship;57957;1;3010;637;0;18;1
66;PhD;relationship;46015;2;2773;46;2;4;2
43;Graduation;relationship;16531;1;2707;44;0;6;1
35;Master;relationship;28072;1;3022;47;0;4;1
58;Master;Single;49476;1;3070;795;0;18;1
68;Graduation;relationship;50725;1;3197;586;0;17;1
69;Graduation;relationship;83844;0;2902;1574;1;19;1
71;PhD;relationship;41145;2;2662;13;0;3;2
51;Graduation;relationship;67419;1;3225;1471;0;21;1
51;Bachelor;relationship;23162;2;2886;65;0;5;2
44;Graduation;relationship;34380;1;3205;175;0;8;1
55;Graduation;Single;34704;1;3124;40;0;4;1
52;PhD;relationship;94871;2;3598;1078;3;17;2
63;Graduation;relationship;65148;1;3286;1115;0;19;1
67;Graduation;relationship;39898;1;2905;134;0;7;1
65;Master;Single;64857;0;3279;1540;0;22;1
51;PhD;relationship;59892;1;3199;87;0;6;2
34;Master;Single;41020;0;2940;217;0;9;1
60;PhD;relationship;57072;1;2852;1034;1;25;2
42;Graduation;Single;60474;1;3237;1180;0;24;1
61;Graduation;relationship;62807;1;3363;819;0;20;1
40;Bachelor;relationship;19414;1;2952;32;0;4;2
41;Graduation;relationship;19107;1;3007;46;0;4;1
45;Bachelor;relationship;75484;1;3568;1159;0;16;2
45;Master;Single;70379;1;3179;860;0;22;1
51;Master;relationship;79419;0;2703;1631;0;14;1
75;PhD;relationship;64014;3;2597;444;1;15;2
66;Graduation;relationship;76998;1;2936;1910;1;27;1
49;Master;relationship;49854;1;2957;380;0;13;1
50;PhD;relationship;60585;2;3066;736;1;20;2
71;PhD;Single;42873;2;3220;269;0;11;2
33;Graduation;relationship;87679;0;3033;2524;4;28;1
43;Graduation;relationship;57867;1;3231;612;0;18;1
31;Graduation;relationship;35765;1;2925;75;0;6;1
62;Graduation;relationship;65492;0;2850;1045;0;24;1
44;Graduation;Single;32952;1;3229;55;0;5;1
52;PhD;relationship;53374;1;3378;1064;2;15;2
62;Graduation;relationship;71706;1;3289;1443;0;21;1
33;Graduation;relationship;68487;0;3228;1366;0;29;1
46;Master;relationship;53253;2;2935;436;0;12;1
48;Bachelor;Single;31163;1;2832;38;0;4;2
44;Graduation;relationship;42014;1;3377;436;1;14;1
48;Master;relationship;54108;2;3475;747;0;19;1
66;PhD;Single;49667;0;3374;1396;2;20;2
47;Master;relationship;63206;0;2797;928;1;13;1
49;Master;relationship;57136;2;2991;642;0;17;1
46;Bachelor;relationship;46772;1;3414;1048;1;24;2
50;PhD;relationship;78931;0;2943;943;0;23;2
63;Graduation;relationship;53977;1;3023;907;0;22;1
33;Graduation;relationship;84219;0;2843;1198;0;17;1
46;Master;Single;46098;2;3376;120;0;7;1
56;Graduation;relationship;73538;1;3277;1658;0;23;1
35;Graduation;relationship;79529;0;2759;1638;0;21;1
44;Bachelor;relationship;20981;0;3121;73;1;6;2
41;Graduation;Single;51766;1;2569;275;0;10;1
59;Graduation;relationship;55759;1;3274;854;0;21;1
43;Graduation;relationship;33039;1;2989;78;0;6;1
49;Master;relationship;37787;1;2978;106;0;6;1
51;Graduation;Single;27242;1;3291;106;1;5;1
38;PhD;Single;87188;0;3176;1923;1;18;2
50;Graduation;relationship;69930;0;3095;1662;0;21;1
45;Graduation;Single;37697;1;2693;84;0;6;1
48;PhD;relationship;37401;1;2720;48;0;5;2
48;Graduation;Single;3502;1;3138;5;0;0;1
45;Graduation;relationship;58597;2;3282;733;0;20;1
73;PhD;Single;82032;0;2752;1234;0;17;2
63;Graduation;relationship;28087;2;3290;112;0;6;1
34;PhD;Single;74004;0;2821;1658;3;14;2
61;Graduation;relationship;19740;1;3158;55;0;5;1
46;Bachelor;relationship;57036;1;3290;1513;1;22;2
63;Bachelor;relationship;53083;2;3106;271;1;11;2
46;PhD;relationship;69283;1;2711;904;0;23;2
46;Master;Single;46098;2;3376;120;1;7;1
33;Bachelor;relationship;23331;1;3507;103;0;6;2
33;Bachelor;Single;23331;1;3476;269;0;11;2
32;Graduation;Single;9255;1;2887;22;0;4;1
62;PhD;Single;67786;0;3048;1156;1;15;2
50;PhD;relationship;71969;1;3317;1086;1;16;2
54;Master;Single;59235;1;2906;1128;0;25;1
32;Graduation;relationship;31928;1;2789;72;0;7;1
60;Master;relationship;74881;2;3026;964;0;23;1
43;Graduation;relationship;65819;0;3273;1383;0;19;1
68;PhD;Single;51411;3;3095;18;0;3;2
57;Graduation;Single;51983;1;3363;793;0;21;1
35;Master;relationship;42386;1;3228;100;0;6;1
34;Bachelor;relationship;30390;0;3201;80;0;5;2
58;Graduation;Single;30983;0;3352;167;1;7;1
64;Graduation;Single;66033;1;3221;677;0;18;1
46;Bachelor;relationship;37284;2;3153;23;0;3;2
70;Master;Single;57530;1;2897;92;0;6;1
56;Bachelor;relationship;76800;0;2661;641;0;15;2
65;Graduation;relationship;63943;1;3567;1106;0;16;1
59;Graduation;relationship;76081;0;2733;1033;1;13;1
47;Graduation;relationship;67445;1;3264;1174;0;27;1
54;Master;relationship;37054;2;2983;25;0;4;1
59;Master;relationship;47175;2;3305;240;2;10;1
45;Graduation;Single;31859;1;3076;20;0;3;1
60;Graduation;Single;27215;3;3218;102;0;7;1
45;PhD;Single;70179;1;3039;1034;0;23;2
38;Graduation;relationship;39922;1;3196;156;0;7;1
45;Master;relationship;49681;2;3140;458;0;15;1
33;Graduation;relationship;24645;1;3596;17;0;3;1
67;Graduation;Single;79865;1;2707;792;0;20;1
36;Graduation;relationship;44322;1;2709;92;0;6;1
69;Graduation;Single;47958;1;3222;407;0;14;1
57;Master;Single;63972;1;3564;1269;1;19;1
67;Graduation;relationship;75315;1;2771;841;0;21;1
71;PhD;relationship;55517;2;3336;633;1;18;2
64;PhD;relationship;75283;3;3155;1019;0;14;2
75;PhD;Single;82800;0;3278;1315;3;25;2
67;Graduation;relationship;38998;2;3536;54;0;5;1
30;Master;Single;90638;0;2832;2525;2;17;1
35;Master;relationship;27161;1;2940;52;0;4;1
44;Graduation;relationship;42014;1;3377;436;1;14;1
61;PhD;relationship;38201;1;3153;268;0;11;2
